report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-03129,Safety Observation,Process Unit,cutting,"during the morning shift, at Gas Processing Unit, During the work period, the crew started cutting before authorization for the activity was confirmed while the crew was engaged in cutting. The work area was subsequently reviewed.",English,YES,Hot Work
V4-00244,Unsafe Condition,Process Unit,pump maintenance,"At Tank Farm, During pump maintenance, it was observed that the equipment was opened before the isolation status was confirmed. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-03803,Unsafe Condition,Compressor Station 2,grinding,"before the evening shutdown, at Tank Farm, While grinding was underway, the crew began grinding after the work area had been adequately controlled. The condition was discussed with the crew.",English,NO,Hot Work
V4-03935,Unsafe Condition,Utility Section,grinding,"before the evening shutdown, at Tank Farm, The team was carrying out grinding when grinding proceeded after personnel had moved outside the affected hazard area.",English,NO,Hot Work
V4-01967,Unsafe Condition,Utility Section,tank cleaning,"At Tank Farm, Work involving tank cleaning was observed. At the time, personnel entered the tank after the atmosphere had been checked.",English,NO,Confined Space
V4-00496,Safety Observation,Maintenance Workshop,valve maintenance,"at the start of the work period, at Pipeline Station 3, While valve maintenance was underway, maintenance proceeded while the isolation status was still uncertain. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-01668,Unsafe Condition,Gas Processing Unit,vessel inspection,"during the morning shift, at Process Unit, During vessel inspection, it was observed that the technician entered after the required entry authorization was confirmed. The condition was discussed with the crew.",English,NO,Confined Space
V4-01495,Near Miss,Compressor Station 2,confined-space maintenance,"while preparing the work area, at Gas Processing Unit, Work involving confined-space maintenance was observed. At the time, work continued after communication with the standby person became unavailable. The observation was reported to the site team.",English,YES,Confined Space
V4-03434,Unsafe Act,Loading Terminal,cutting,"during routine field activity, at Compressor Station 2, While cutting was underway, cutting began before the required hot-work precautions were confirmed. The work area was subsequently reviewed.",English,YES,Hot Work
V4-01702,Safety Observation,Utility Section,vessel inspection,"At Refinery Area A, While vessel inspection was underway, a technician entered the vessel after atmospheric testing was completed.",English,NO,Confined Space
V4-03448,Near Miss,Process Unit,cutting,"at the start of the work period, at Production Area B, A field observation was recorded during cutting: cutting continued while personnel remained exposed to the affected area. The work area was subsequently reviewed.",English,YES,Hot Work
V4-01156,Unsafe Act,Gas Processing Unit,tank cleaning,"during the morning shift, at Compressor Station 2, During a planned work activity involving tank cleaning, personnel entered the tank before the atmosphere had been checked. The work area was subsequently reviewed.",English,YES,Confined Space
V4-03218,Near Miss,Production Area B,grinding,"during a planned maintenance window, at Pipeline Station 3, The crew was engaged in grinding; the grinding activity continued before the required controls were confirmed. The supervisor reviewed the situation.",English,YES,Hot Work
V4-00127,Safety Observation,Pipeline Station 3,valve maintenance,"before the evening shutdown, at Gas Processing Unit, Work involving valve maintenance was observed. At the time, the equipment was accessed before the isolation points were verified.",English,YES,Energy Isolation
V4-03691,Safety Observation,Production Area B,cutting,"during the morning shift, at Production Area B, During the work period, cutting began after the required hot-work precautions were confirmed while the crew was engaged in cutting.",English,NO,Hot Work
V4-03407,Near Miss,Process Unit,welding,"during a planned maintenance window, at Production Area B, The crew was engaged in welding; the welding activity continued while the required hot-work controls were incomplete. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-03195,Unsafe Act,Process Unit,grinding,"during routine field activity, at Maintenance Workshop, A field observation was recorded during grinding: grinding proceeded while personnel remained within the affected hazard area. The work area was subsequently reviewed.",English,YES,Hot Work
V4-03494,Near Miss,Loading Terminal,cutting,"at the start of the work period, at Production Area B, A field observation was recorded during cutting: cutting continued while personnel remained exposed to the affected area.",English,YES,Hot Work
V4-03398,Unsafe Condition,Loading Terminal,grinding,"before the evening shutdown, at Utility Section, During a planned work activity involving grinding, the grinding activity continued before the required controls were confirmed. The supervisor reviewed the situation.",English,YES,Hot Work
