report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0117,Unsafe Condition,Site C,Vehicle Movement,Routine Vehicle Movement was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0118,Unsafe Condition,Site A,Lifting Operation,The team was preparing for Lifting Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0119,Near-Miss,Site E,Crane Operation,Routine Crane Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Normal,Not required
SIF-0120,Unsafe Condition,Site C,Tank Entry,"During inspection of Tank Entry, personnel were found within a hazardous exposure zone without adequate Confined Space protection. Immediate correction was required.",English,YES,Energy exposure,Required control was missing or not verified,Confined Space,High,Required
SIF-0121,Near-Miss,Site A,Compressor Maintenance,The report records a normal safety observation during Compressor Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Normal,Not required
SIF-0122,Near-Miss,Site A,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Energy Isolation,Critical,Required
SIF-0123,Near-Miss,Site A,Welding Near Hydrocarbon Equipment,A planned Welding Near Hydrocarbon Equipment task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0124,Incident,Site D,Pipeline Repair,"During Pipeline Repair, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0125,Near-Miss,Site E,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Low,Not required
SIF-0126,Unsafe Condition,Site D,Vessel Cleaning,A barrier failure was identified during Vessel Cleaning. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0127,Near-Miss,Site D,Crane Operation,"During Crane Operation, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Low,Not required
SIF-0128,Unsafe Act,Site F,Crane Operation,The team was preparing for Crane Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0129,Unsafe Condition,Site B,Pipeline Repair,"During Pipeline Repair, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Low,Not required
SIF-0130,Incident,Site A,Welding Near Hydrocarbon Equipment,The report describes a near-miss in Welding Near Hydrocarbon Equipment involving inadequate Hot Work controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Near-miss with serious consequence potential,Hot Work,Critical,Required
SIF-0131,Near-Miss,Site B,Compressor Maintenance,The report records a normal safety observation during Compressor Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Energy Isolation,Normal,Not required
SIF-0132,Unsafe Condition,Site F,Pipeline Repair,"During inspection of Pipeline Repair, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Unsafe positioning,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0133,Unsafe Condition,Site E,Pipeline Repair,The report records a normal safety observation during Pipeline Repair. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Normal,Not required
SIF-0134,Unsafe Act,Site A,Welding Near Hydrocarbon Equipment,A near-miss was observed during Welding Near Hydrocarbon Equipment when Hot Work precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Unsafe positioning,Barrier failure identified,Hot Work,Critical,Required
SIF-0135,Near-Miss,Site D,Pipeline Repair,The report records a normal safety observation during Pipeline Repair. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0136,Incident,Site E,Vessel Cleaning,The report describes a near-miss in Vessel Cleaning involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Unsafe positioning,Required control was missing or not verified,Confined Space,High,Required
SIF-0137,Near-Miss,Site E,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Low,Not required
SIF-0138,Unsafe Act,Site E,Crane Operation,"During inspection of Crane Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Barrier failure,Permit/control verification incomplete,Line of Fire,High,Required
SIF-0139,Incident,Site E,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Normal,Not required
SIF-0140,Incident,Site A,Grinding,An unsafe act occurred during Grinding; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Hot Work,Critical,Required
SIF-0141,Near-Miss,Site B,Pipeline Repair,"The crew completed Pipeline Repair after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0142,Incident,Site F,Vehicle Movement,Worker started Vehicle Movement without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0143,Unsafe Act,Site C,Vehicle Movement,A planned Vehicle Movement task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0144,Incident,Site D,Vessel Cleaning,Worker started Vessel Cleaning without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Confined Space,Critical,Required
SIF-0145,Incident,Site F,Grinding,A planned Grinding task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Required controls verified,Hot Work,Low,Not required
